12m-a0.75-Ctp0.30 0.9386752628910549
12m-a1.50-Ctp0.25 0.9522222544696243
12m-a3.00-Ctp0.20 0.9687791987248250
6m-a0.75-Ctp0.30 0.9349283468341266
6m-a1.50-Ctp0.25 0.9474742725133481
6m-a3.00-Ctp0.20 0.9613445429063353
6m-a6.00-Ctp0.15 0.9764376246424743
12m-a0.75-Ctp0.55 0.8929435557910702
12m-a1.50-Ctp0.50 0.9085028138568475
12m-a3.00-Ctp0.45 0.9319181254585436
6m-a0.75-Ctp0.55 0.8869812649221166
6m-a1.50-Ctp0.50 0.9001249904994943
6m-a3.00-Ctp0.45 0.9167534050956562
6m-a6.00-Ctp0.40 0.9391224850202319
12m-a0.75-Ctp0.80 0.8513700399771439
12m-a1.50-Ctp0.75 0.8682981737619625
12m-a3.00-Ctp0.70 0.8971545169214842
6m-a0.75-Ctp0.80 0.8438629539949679
6m-a1.50-Ctp0.75 0.8572222352965262
6m-a3.00-Ctp0.70 0.8757750951189268
6m-a6.00-Ctp0.65 0.9039594947469233
12m-a0.75-Ctp1.05 0.8134115119989223
12m-a1.50-Ctp1.00 0.8311588120039058
12m-a3.00-Ctp0.95 0.8641784606429735
6m-a0.75-Ctp1.05 0.8049018261147363
6m-a1.50-Ctp1.00 0.8181740301556935
6m-a3.00-Ctp0.95 0.8379366204919624
6m-a6.00-Ctp0.90 0.8706320008219466
12m-a0.75-Ctp1.30 0.7786267060995575
12m-a1.50-Ctp1.25 0.7967128924247391
12m-a3.00-Ctp1.20 0.8326837709055803
6m-a0.75-Ctp1.30 0.7695472904448293
6m-a1.50-Ctp1.25 0.7824981262173724
6m-a3.00-Ctp1.20 0.8028476173528781
6m-a6.00-Ctp1.15 0.8388294028580132
12m-a0.75-Ctp1.55 0.7466559521092073
12m-a1.50-Ctp1.50 0.7646554241507560
12m-a3.00-Ctp1.45 0.8023409475029163
6m-a0.75-Ctp1.55 0.7373524442447684
6m-a1.50-Ctp1.50 0.7498014022187337
6m-a3.00-Ctp1.45 0.7701896873081030
6m-a6.00-Ctp1.40 0.8082212491344208
12m-a0.75-Ctp1.80 0.7172028672915680
12m-a1.50-Ctp1.75 0.7347437076399308
12m-a3.00-Ctp1.70 0.7727529830279956
6m-a0.75-Ctp1.80 0.7079505371876380
6m-a1.50-Ctp1.75 0.7197644067260330
6m-a3.00-Ctp1.70 0.7397130279863660
6m-a6.00-Ctp1.65 0.7784170344901044
12m-a0.75-Ctp2.05 0.6900251795294946
12m-a1.50-Ctp2.00 0.7067944207064667
12m-a3.00-Ctp1.95 0.7434069968247198
6m-a0.75-Ctp2.05 0.6810325067861907
6m-a1.50-Ctp2.00 0.6921259071775154
6m-a3.00-Ctp1.95 0.7112357737127740
6m-a6.00-Ctp1.90 0.7489312489500493
3m-a0.75-Ctp0.30 0.9335919388071752
3m-a1.50-Ctp0.25 0.9452572817701356
3m-a3.00-Ctp0.20 0.9575744364249171
3m-a6.00-Ctp0.15 0.9707447513063040
3m-a0.75-Ctp0.80 0.8411354530356729
3m-a1.50-Ctp0.75 0.8521825534132887
3m-a3.00-Ctp0.70 0.8655077431249023
3m-a6.00-Ctp0.65 0.8836892216465635
3m-a0.75-Ctp1.30 0.7661134839898152
3m-a1.50-Ctp1.25 0.7761581277288033
3m-a3.00-Ctp1.20 0.7892802218398094
3m-a6.00-Ctp1.15 0.8095933611679778
3m-a0.75-Ctp1.80 0.7042910352646244
3m-a1.50-Ctp1.75 0.7131435742114970
3m-a3.00-Ctp1.70 0.7252544916350010
3m-a6.00-Ctp1.65 0.7454853661913030
